,A,B,C,D,E,S
8203,2.8,26.41,4.9,9.92,4.51,1740.83
8204,4.72,29.49,4.2,2.55,8.47,3151.71
8205,4.55,6.53,5.22,4.39,5.06,2601.41
8206,1.11,13.85,4.74,1.57,2.65,766.92
8207,4.74,24.4,5.15,12.6,5.63,1890.15
8208,2.76,6.13,4.81,18.98,3.73,3091.81
8209,1.49,15.85,4.06,22.27,8.05,1603.71
8210,4.58,15.78,4.6,21.36,8.0,3151.05
8211,1.12,18.45,5.16,21.63,7.58,1272.49
8212,4.73,21.91,5.8,10.13,5.67,3178.72
8213,3.07,17.9,5.16,10.8,2.93,3893.69
8214,4.28,17.49,5.29,4.57,3.86,3288.41
8215,2.11,21.18,5.65,6.57,2.63,2190.5
8216,3.79,25.82,4.4,22.19,3.84,4833.57
8217,3.25,8.2,5.71,11.92,4.32,4252.27
8218,4.75,29.65,4.23,1.68,3.19,4875.71
8219,4.27,4.04,4.69,12.86,7.11,3940.7
8220,4.15,14.66,4.68,19.96,8.97,1693.62
8221,1.66,21.49,5.75,17.5,8.18,1228.01
8222,2.57,22.4,4.08,12.48,7.57,3687.57
8223,4.58,18.22,4.93,5.03,5.27,4630.48
8224,1.6,11.37,4.72,11.14,3.75,3904.19
8225,4.5,26.81,4.22,10.79,8.55,1035.5
8226,1.45,19.95,5.99,17.92,8.85,741.1
8227,3.73,2.3,4.56,6.44,8.75,4664.91
8228,4.59,28.42,5.62,22.55,6.77,2394.06
8229,3.81,14.11,5.17,5.28,6.73,3477.37
8230,3.26,26.41,5.72,4.15,5.11,3659.37
8231,4.05,23.14,4.48,22.75,6.79,1470.84
8232,4.21,11.09,4.62,20.54,5.33,3022.42
8233,3.76,16.67,4.29,3.47,6.43,4538.89
8234,4.89,25.22,4.09,16.83,2.53,2009.68
8235,4.65,24.58,4.83,9.57,5.07,3498.97
8236,1.94,6.63,5.5,11.06,6.46,4122.92
8237,4.98,17.34,4.76,6.35,8.51,3626.15
8238,3.44,22.29,4.33,18.19,7.32,4502.95
8239,3.01,18.7,4.15,3.42,8.51,4380.49
8240,1.47,27.31,5.75,9.7,7.02,3933.55
8241,3.05,11.29,4.54,22.48,7.6,3613.53
8242,2.13,3.13,4.08,6.91,7.47,4828.62
8243,3.41,20.73,4.59,19.49,4.28,560.66
8244,3.32,19.93,4.46,1.63,8.15,3765.98
8245,2.29,25.07,5.18,6.16,5.95,758.17
8246,1.13,4.55,4.67,10.76,3.76,3819.83
8247,4.0,25.61,5.84,10.44,6.99,2870.76
8248,2.97,5.36,5.37,13.82,2.35,2418.5
8249,1.6,8.14,4.85,11.23,7.34,2395.08
8250,4.5,26.51,5.85,22.5,2.13,4763.77
8251,1.92,23.24,5.78,3.06,2.55,4928.33
8252,1.06,10.2,5.33,20.0,6.1,1851.88
8253,2.0,4.62,5.25,8.28,4.99,4075.42
8254,3.67,15.78,5.86,4.75,6.45,953.3
8255,4.61,4.99,4.88,1.11,8.83,4060.76
8256,4.98,9.75,5.97,9.16,2.24,2197.49
8257,2.58,7.47,5.0,6.39,3.33,2357.62
8258,2.21,17.75,4.31,2.88,4.45,594.63
8259,4.94,23.17,4.94,6.03,8.35,1919.54
8260,3.11,10.55,4.01,3.26,5.26,2364.56
8261,2.97,10.51,4.15,12.79,2.48,3777.63
8262,3.36,14.03,4.6,3.32,7.22,524.07
8263,4.56,27.57,5.41,17.03,7.54,2016.26
8264,3.71,17.67,4.36,6.26,4.62,1436.36
8265,4.07,22.0,4.86,13.1,5.21,881.35
8266,1.06,27.35,5.55,11.34,6.6,2672.09
8267,3.42,29.79,4.89,16.83,3.2,1979.31
8268,2.06,7.18,4.65,17.36,7.88,1141.79
8269,1.43,6.64,5.78,11.57,3.47,3223.01
8270,3.63,9.5,5.85,19.66,5.24,1108.12
8271,3.73,29.8,5.15,2.03,5.28,1753.13
8272,2.46,22.71,4.03,15.38,2.78,4759.81
8273,1.46,23.96,5.29,13.43,5.26,3609.94
8274,3.46,9.79,5.29,17.85,8.42,1299.16
8275,3.99,2.72,4.74,21.0,5.29,925.14
8276,3.78,25.14,4.91,17.7,7.67,3678.79
8277,1.93,14.24,5.86,17.81,6.16,2359.57
8278,2.58,25.06,5.37,17.18,2.79,1640.51
8279,2.12,11.64,4.07,4.18,4.02,2996.83
8280,1.07,20.09,5.32,22.4,3.36,1337.45
8281,1.93,29.47,5.42,1.48,8.38,2913.78
8282,2.53,22.13,5.6,3.45,2.01,1779.4
8283,2.73,23.27,5.26,16.25,3.45,872.08
8284,2.13,22.21,5.61,17.9,5.1,2065.6
8285,3.46,22.65,5.33,5.43,7.62,3627.12
8286,3.27,7.9,5.55,19.83,2.73,3460.54
8287,4.37,13.12,4.44,16.88,7.61,4124.88
8288,3.25,23.9,4.03,8.79,6.35,3704.07
8289,1.2,24.05,5.39,9.32,6.34,4165.62
8290,1.39,3.46,4.51,15.41,3.86,2211.14
8291,1.05,23.11,4.55,16.57,7.91,3825.35
8292,3.91,20.25,5.45,8.4,2.42,2183.51
8293,4.28,11.78,5.21,22.44,5.01,1341.57
8294,4.11,10.01,4.94,3.46,5.53,3164.34
8295,2.22,28.83,5.72,4.9,5.68,634.04
8296,3.4,29.03,5.45,13.24,3.4,3208.39
8297,4.81,25.91,4.13,8.88,8.91,4835.06
8298,1.88,21.21,5.98,19.66,5.65,1431.9
8299,2.18,23.53,5.73,9.0,4.04,1969.0
8300,3.92,27.92,5.32,16.37,5.34,1626.33
8301,3.94,23.69,5.87,18.19,3.67,2332.19
8302,2.43,6.67,5.31,19.67,2.84,4891.19
8303,1.91,14.86,5.02,22.19,7.64,3971.82
8304,2.59,23.84,4.87,5.46,3.09,1138.28
8305,3.23,20.26,4.08,16.94,2.66,530.69
8306,2.73,24.34,4.55,1.35,3.64,3568.16
8307,2.61,18.24,5.74,1.85,9.0,537.41
8308,3.77,27.5,4.9,20.21,8.85,2529.1
8309,3.57,10.92,5.96,13.83,6.3,856.5
8310,2.95,5.48,5.16,15.3,5.9,3443.08
8311,1.79,26.19,4.38,4.68,8.62,4814.05
8312,1.08,14.44,5.86,9.35,4.07,3825.54
8313,4.28,24.64,4.1,18.57,5.47,3265.03
8314,3.47,8.84,5.41,11.05,8.04,2753.17
8315,1.68,18.51,5.86,9.5,7.83,3751.53
8316,1.52,18.76,5.46,18.03,8.27,1135.58
8317,2.45,19.87,5.58,9.52,6.36,1549.62
8318,1.72,22.62,4.12,12.81,5.61,4693.46
8319,2.59,10.05,4.91,16.55,2.15,3743.31
8320,3.24,11.83,5.76,8.06,4.03,4681.01
8321,4.65,20.21,4.92,3.43,7.08,4552.24
8322,3.63,28.46,4.45,14.38,8.53,1790.17
8323,3.74,14.89,5.13,2.12,4.28,2911.96
8324,1.28,14.25,4.29,18.43,4.84,1838.09
8325,1.69,17.51,4.43,13.66,3.57,3344.29
8326,2.82,28.92,5.38,8.63,8.29,783.19
8327,1.75,25.08,4.03,1.31,3.17,3352.66
8328,3.27,18.1,5.88,16.94,4.58,4135.78
8329,4.61,29.5,4.01,7.37,6.5,1910.38
8330,1.11,14.06,5.81,8.57,7.75,1710.2
8331,1.3,13.13,4.54,22.2,2.65,2699.15
8332,2.43,4.82,4.68,20.28,6.23,4961.67
8333,2.36,17.85,4.38,20.01,7.6,4913.81
8334,4.92,21.72,5.7,16.28,3.78,4355.13
8335,2.72,8.02,5.48,2.85,3.41,2907.26
8336,1.74,27.92,5.94,19.44,3.0,4770.3
8337,1.4,20.63,4.16,15.92,8.16,1868.85
8338,4.94,28.06,5.35,11.21,3.0,1899.56
8339,3.78,9.96,4.41,12.89,7.35,3746.69
8340,3.61,23.96,4.27,1.47,2.3,3381.97
8341,3.91,6.68,4.47,8.25,7.05,4904.54
8342,1.05,14.4,4.76,9.2,5.76,1076.87
8343,4.46,18.22,5.85,19.11,3.03,2438.56
8344,2.9,2.04,4.61,11.95,8.2,1790.05
8345,1.15,26.15,5.01,16.51,6.6,1187.0
8346,3.69,21.57,4.9,10.38,6.63,3200.84
8347,2.6,12.85,5.15,18.23,8.17,3756.34
8348,2.2,28.14,4.92,9.35,6.36,569.21
8349,4.36,23.4,4.93,12.02,6.07,2665.44
8350,4.87,4.06,4.36,17.82,6.63,923.09
8351,1.59,17.69,5.55,22.15,8.99,2934.35
8352,4.1,15.7,4.79,11.04,2.09,4734.97
8353,1.71,28.32,4.5,17.24,7.98,996.9
8354,2.24,5.44,5.48,20.64,2.4,2697.54
8355,4.73,21.81,5.69,10.0,6.43,1538.57
8356,3.21,12.68,5.19,7.48,8.4,4551.16
8357,4.14,8.19,4.24,1.01,3.38,2343.39
8358,2.44,12.12,4.79,20.63,3.12,3307.45
8359,4.64,26.48,5.73,21.7,5.54,4442.02
8360,3.01,9.14,5.53,19.43,2.23,3228.31
8361,3.25,19.16,5.78,7.4,6.95,2697.59
8362,3.21,20.97,4.86,10.48,7.6,4845.55
8363,3.26,17.85,5.43,11.83,8.48,4614.86
8364,1.03,24.94,5.81,18.02,2.5,4562.4
8365,3.93,29.81,5.68,5.03,4.18,2015.92
8366,4.57,2.88,5.19,16.8,7.06,2151.38
8367,3.16,7.54,4.96,14.75,7.69,1941.47
8368,3.79,9.64,5.94,1.11,4.37,3785.69
8369,2.8,9.44,4.79,9.26,8.07,4469.44
8370,1.73,15.5,4.55,9.01,5.08,4082.57
8371,2.53,9.76,4.31,21.18,3.76,1494.75
8372,3.67,18.48,5.44,11.12,4.43,4174.83
8373,2.07,14.78,4.96,5.86,6.49,2933.04
8374,4.92,8.24,5.97,3.42,6.43,1916.25
8375,3.84,24.25,4.09,13.36,3.97,2757.13
8376,2.32,25.4,4.58,8.65,2.79,635.57
8377,3.38,22.03,4.3,11.3,5.84,4540.97
8378,4.38,27.51,4.04,16.52,2.35,1999.83
8379,2.45,16.74,5.91,4.16,3.85,3874.33
8380,4.4,13.02,5.79,5.27,5.12,989.94
8381,4.46,29.4,4.98,21.21,3.74,3650.82
8382,4.13,21.8,5.6,18.58,4.98,1378.09
8383,4.77,5.17,5.88,11.14,3.35,2879.99
8384,1.61,14.75,5.92,1.01,7.33,4206.65
8385,3.0,3.82,4.23,6.63,3.67,1729.74
8386,3.06,24.82,5.27,2.82,4.73,4666.56
8387,4.67,7.1,4.08,3.3,6.96,4406.07
8388,3.09,22.58,5.26,6.71,7.7,4408.17
8389,2.02,15.17,4.33,18.6,5.48,1413.12
8390,3.21,3.31,5.08,21.39,5.76,4676.71
8391,3.84,5.38,5.49,20.47,3.48,3075.63
8392,3.41,6.14,5.48,15.89,3.62,2858.94
8393,2.42,26.07,4.65,4.68,4.69,3347.17
8394,3.7,3.46,4.19,14.12,2.29,3536.69
8395,3.85,21.48,5.57,19.22,6.02,4165.88
8396,3.85,13.17,4.33,22.92,7.14,1613.41
8397,1.43,25.1,4.97,8.48,8.65,3747.3
8398,1.91,11.72,4.11,18.86,5.97,1724.5
8399,1.84,8.55,4.1,8.5,8.45,3472.28
8400,1.94,3.56,4.96,4.7,6.21,2791.54
8401,3.9,2.35,4.11,20.92,4.02,1322.52
8402,3.32,27.01,4.36,21.53,4.93,2980.85
8403,2.68,22.56,5.61,11.47,3.34,1646.73
8404,4.75,14.31,4.74,8.5,2.55,763.69
8405,3.61,20.36,5.83,1.74,2.58,4449.77
8406,3.71,12.23,5.31,1.28,2.61,4794.3
8407,3.51,28.87,5.7,21.13,4.49,1047.19
8408,2.88,18.17,4.43,14.05,6.1,2553.98
8409,4.54,26.03,4.88,1.3,9.0,1303.93
8410,3.99,7.9,4.63,7.2,8.93,2641.18
8411,2.08,29.27,4.09,4.4,8.75,3046.5
8412,2.58,5.49,4.38,2.15,6.24,1912.04
8413,4.69,6.22,5.37,16.34,8.37,2354.38
8414,4.11,10.32,4.76,22.26,8.53,1419.46
8415,2.76,23.22,4.39,9.36,7.02,4047.06
8416,2.59,29.83,4.72,2.35,3.27,1795.54
8417,4.35,10.55,4.23,21.87,4.91,2163.8
8418,1.82,13.0,4.74,3.96,7.9,2013.07
8419,2.68,7.57,5.3,8.99,3.81,3959.97
8420,4.54,8.53,4.93,12.98,8.77,2059.02
8421,1.38,25.42,4.33,6.6,7.55,3677.41
8422,2.56,17.02,4.15,9.33,7.03,1949.1
8423,4.89,11.14,4.52,2.28,5.36,3372.21
8424,1.88,9.81,5.24,9.78,3.23,962.79
8425,4.44,8.57,4.48,19.08,4.59,4535.76
8426,2.36,8.05,5.32,22.95,5.51,4093.41
8427,4.48,27.76,4.73,9.5,6.43,1842.61
8428,4.69,15.35,5.53,14.7,5.91,2281.19
8429,1.68,7.61,4.08,1.04,3.81,4303.89
8430,2.58,9.86,4.92,19.68,8.42,4158.61
8431,4.16,22.61,4.64,17.13,6.18,734.92
8432,4.57,9.46,5.82,12.45,3.32,1901.38
8433,1.09,8.14,5.72,6.88,4.13,1090.06
8434,4.86,25.76,4.7,16.88,5.03,1762.14
8435,1.12,12.67,5.55,17.5,5.57,2642.1
8436,2.72,9.47,4.16,15.82,3.14,4733.83
8437,2.66,12.25,4.14,7.31,6.59,3826.42
8438,3.75,10.99,4.02,15.51,3.55,869.0
8439,4.36,4.43,4.99,5.58,6.54,1784.79
8440,2.88,16.2,5.35,12.94,2.78,876.58
8441,1.41,16.42,4.56,2.74,6.08,3947.02
8442,1.26,11.18,4.96,7.5,4.13,2299.63
8443,3.85,29.28,5.11,8.02,8.1,2253.85
8444,2.32,21.6,4.82,3.61,2.44,2635.16
8445,3.9,2.85,5.74,4.79,7.72,2317.07
8446,2.27,2.51,5.3,18.88,5.52,4857.65
8447,3.98,13.95,5.16,18.11,6.57,4910.05
8448,1.23,5.5,4.25,17.65,8.32,2516.58
8449,1.44,4.67,4.31,6.57,3.72,2642.67
8450,4.98,3.02,5.23,4.99,5.61,3874.25
8451,1.9,12.59,5.42,18.99,6.35,3326.65
8452,3.24,10.17,5.32,7.46,2.26,1764.04
8453,2.66,18.99,4.83,6.54,3.97,4535.57
8454,1.77,22.15,4.01,15.3,2.26,3211.99
8455,3.38,12.29,5.81,17.49,2.11,3778.1
8456,2.68,21.87,4.03,5.95,7.91,2178.28
8457,4.31,20.35,5.77,3.13,2.31,2040.48
8458,3.41,5.88,5.74,19.28,3.09,2446.68
8459,1.34,24.83,5.08,17.55,6.7,2881.13
8460,3.74,18.04,4.81,16.22,2.61,4145.43
8461,4.23,9.46,5.21,6.23,8.44,1905.52
8462,3.87,10.41,4.64,17.5,7.5,1055.57
8463,2.8,14.63,5.15,21.19,3.1,3370.99
8464,3.61,10.45,5.06,21.8,2.22,3356.94
8465,4.73,29.19,5.52,19.02,5.62,3499.62
8466,1.91,27.85,5.44,8.73,2.45,4728.83
8467,2.08,22.63,5.48,13.63,5.61,4435.54
8468,4.86,27.73,5.67,15.29,3.2,1070.14
8469,3.69,22.51,4.45,5.19,4.18,2154.4
8470,2.39,10.88,5.39,2.26,4.3,3164.62
8471,3.34,28.53,4.44,7.81,2.97,684.6
8472,3.21,23.81,4.52,18.92,7.9,1059.01
8473,4.93,15.76,5.24,17.46,6.99,890.98
8474,2.37,15.46,4.99,17.56,7.26,594.68
8475,4.6,14.61,4.01,7.99,4.0,2402.54
8476,3.57,13.53,5.96,18.85,8.71,4764.45
8477,3.78,16.3,5.12,10.94,5.03,2171.68
8478,1.87,19.97,4.57,21.0,6.91,4505.85
8479,3.16,25.47,5.6,19.04,2.8,4325.73
8480,2.1,18.31,5.0,18.37,5.58,1026.73
8481,2.92,10.22,5.83,20.85,8.22,1670.26
8482,3.94,11.89,4.47,16.82,3.43,1064.26
8483,3.73,9.75,5.57,8.49,6.75,3774.65
8484,2.43,23.2,5.14,2.99,8.6,3954.36
8485,1.42,13.58,4.09,19.86,4.19,2007.19
8486,4.38,21.9,5.33,10.96,7.58,1151.07
8487,3.15,8.6,4.8,8.25,8.14,3248.12
8488,2.39,26.84,4.48,13.16,2.04,4666.01
8489,1.8,3.36,5.84,15.19,7.14,3807.3
8490,2.35,24.47,4.92,2.02,6.56,732.4
8491,4.5,28.31,5.65,20.04,7.6,1282.87
8492,1.81,18.6,4.37,11.07,3.53,1559.56
8493,4.91,11.41,5.96,7.01,4.91,3458.83
8494,3.51,29.8,5.59,15.45,4.19,2570.95
8495,4.07,6.74,4.75,18.05,2.4,2652.72
8496,2.01,25.15,4.06,3.05,6.59,3260.8
8497,3.53,3.56,5.56,4.47,2.47,2212.25
8498,3.94,2.3,4.45,4.6,6.77,3092.93
8499,2.98,25.29,4.72,14.62,7.4,4484.26
8500,2.84,5.57,4.88,20.9,4.24,1174.73
8501,2.62,25.56,5.05,18.61,2.19,2935.22
8502,2.71,7.47,5.24,13.83,7.08,4035.28
8503,1.71,21.45,5.9,11.57,8.51,752.01
8504,4.95,16.67,5.45,12.17,3.29,1045.66
8505,4.56,22.98,5.86,20.22,7.12,2148.42
8506,3.72,6.18,4.74,13.41,7.2,2629.07
8507,1.86,15.32,4.06,22.71,2.29,4535.97
8508,3.21,6.92,4.82,12.62,8.89,3865.35
8509,4.0,5.65,4.56,15.42,7.51,1911.37
8510,3.26,17.01,5.05,17.95,4.66,1157.11
8511,3.06,4.07,5.99,15.12,4.13,3139.63
8512,1.8,28.01,4.84,22.28,4.38,837.25
8513,3.52,7.88,4.33,1.62,5.82,3418.67
8514,2.57,18.9,5.31,15.42,6.29,1700.18
8515,3.65,29.41,5.41,1.45,2.12,650.37
8516,4.53,20.31,4.6,3.84,8.61,4912.35
8517,1.04,10.91,5.71,8.89,4.56,4629.68
8518,4.46,22.86,5.68,10.27,4.82,3209.88
8519,3.28,21.78,4.81,17.51,7.15,4070.8
8520,2.04,17.2,4.17,15.18,6.96,3212.75
8521,4.14,12.83,5.53,18.72,2.07,4171.02
8522,2.33,3.55,4.06,22.31,6.76,4398.97
8523,1.51,14.3,5.74,11.52,2.14,785.96
8524,4.7,16.25,5.45,13.68,7.02,3283.09
8525,4.11,23.89,5.87,1.21,5.33,4199.14
8526,1.88,28.01,4.21,9.35,6.9,2215.49
8527,3.53,7.5,5.21,4.22,2.04,1932.5
8528,3.56,24.6,4.59,11.06,2.69,3322.86
8529,2.83,8.65,4.93,5.75,7.58,3685.42
8530,2.47,29.91,5.4,6.3,3.65,1597.5
8531,1.67,6.71,4.34,11.03,4.38,3141.89
8532,3.7,14.28,4.41,6.36,5.99,4624.39
8533,3.53,25.84,4.12,12.52,4.82,4691.18
8534,3.6,24.74,4.59,18.97,4.94,3003.68
8535,2.43,26.73,5.1,13.02,4.36,791.98
8536,2.35,9.25,5.51,15.96,4.13,3319.66
8537,2.95,20.02,4.49,13.89,4.33,3642.65
8538,4.24,19.66,4.22,16.95,6.77,2189.4
8539,4.88,12.91,4.44,5.64,6.85,4160.4
8540,3.71,20.1,4.14,22.95,2.35,3089.59
8541,4.37,17.6,4.55,18.97,3.38,2320.5
8542,3.27,27.46,5.73,21.43,4.72,3978.78
8543,1.99,4.05,5.39,22.23,3.17,3884.69
8544,4.42,20.51,4.35,16.04,5.75,2819.57
8545,4.61,3.87,4.19,6.22,2.79,4091.6
8546,3.96,13.71,5.6,14.37,8.96,4598.47
8547,4.06,13.8,5.56,6.92,3.73,4288.93
8548,3.69,3.89,4.95,17.87,5.77,3393.12
8549,4.98,20.94,5.02,21.97,2.31,1523.62
8550,4.28,27.98,4.12,1.58,3.81,2359.16
8551,3.45,5.95,4.98,22.77,2.47,930.15
8552,1.64,15.25,4.91,7.32,5.84,1086.48
8553,3.52,17.36,5.78,3.26,6.97,2253.49
8554,4.94,29.03,5.61,20.67,5.3,3457.69
8555,3.83,6.7,5.51,3.3,4.13,3178.1
8556,3.33,26.73,5.67,9.56,7.07,518.3
8557,2.21,26.64,5.47,8.16,6.52,4217.59
8558,1.13,12.42,4.96,14.76,5.46,1713.46
8559,3.82,3.8,4.26,7.25,4.6,826.68
8560,2.99,21.04,4.51,12.61,8.07,4620.32
8561,1.6,13.95,4.48,20.1,3.8,3912.79
8562,3.99,3.16,5.29,9.86,7.06,4896.12
8563,2.58,22.11,5.89,4.64,3.75,2498.07
8564,3.01,22.94,4.64,7.31,6.3,4210.18
8565,1.71,19.71,5.64,10.76,4.85,3945.38
8566,3.66,25.21,4.87,17.42,8.29,1590.5
8567,3.22,17.6,4.49,11.72,4.62,4177.97
8568,2.1,20.74,4.58,16.9,8.67,4498.19
8569,4.22,19.47,5.25,1.83,5.43,2669.73
8570,3.68,23.84,4.98,11.07,8.74,1542.03
8571,1.1,23.47,5.5,2.81,4.65,2690.07
8572,2.95,9.82,4.51,4.53,3.82,4748.22
8573,1.55,18.1,5.58,17.85,7.26,2022.41
8574,2.89,28.94,4.92,4.37,8.79,645.79
8575,2.81,13.15,5.38,14.26,2.17,1305.03
8576,3.15,10.38,4.19,11.85,3.78,1477.1
8577,1.36,20.66,5.36,1.57,6.24,2280.4
8578,1.28,15.3,4.13,10.77,7.65,3421.04
8579,2.11,4.87,5.16,13.26,6.69,3016.87
8580,2.19,29.37,5.18,20.51,4.64,3273.6
8581,3.67,4.28,4.39,19.24,6.87,2955.33
8582,2.61,24.32,5.4,8.42,8.04,4954.64
8583,4.19,2.47,5.28,18.83,5.13,964.53
8584,2.81,20.36,5.26,4.72,8.46,4414.94
8585,3.71,16.5,4.79,22.02,4.37,1451.97
8586,2.0,4.42,5.31,18.97,2.31,2219.03
8587,2.39,19.57,4.59,1.11,6.69,2138.1
8588,3.44,7.04,5.04,5.12,2.38,3232.36
8589,4.47,6.51,5.06,15.04,2.48,3139.93
8590,3.4,17.69,4.55,6.13,7.45,3521.4
8591,3.96,28.68,5.46,19.22,8.06,1296.76
8592,3.23,4.68,4.75,20.76,4.94,3980.49
8593,4.68,26.52,4.98,2.15,3.16,3238.58
8594,2.38,28.85,4.37,15.17,4.64,3360.0
8595,4.04,22.65,4.34,3.99,3.05,3375.09
8596,4.41,21.52,5.92,13.85,5.73,3451.88
8597,4.28,6.68,5.79,20.5,5.49,792.82
8598,3.23,10.97,4.35,4.84,8.32,987.86
8599,4.65,25.64,5.63,14.69,7.89,3337.07
8600,1.76,19.54,4.7,19.94,8.14,4082.8
8601,1.09,11.85,4.71,16.89,2.17,3788.21
8602,2.53,12.99,5.16,14.12,8.45,4941.93
8603,3.5,25.23,5.79,5.66,8.23,981.02
8604,3.06,22.86,4.1,8.98,6.82,4128.92
8605,1.07,14.84,5.66,16.88,3.12,4297.22
8606,3.53,7.25,4.94,15.73,7.16,2372.49
8607,4.85,2.61,5.37,9.22,8.85,1747.32
8608,3.6,5.94,5.98,2.63,4.41,3402.7
8609,2.77,7.53,5.74,22.89,8.42,2976.44
8610,3.24,2.68,4.1,10.39,4.56,2696.83
8611,2.95,2.44,4.43,5.83,8.05,1710.22
8612,4.48,5.41,5.85,18.17,6.52,1887.24
8613,1.64,3.94,5.96,10.77,6.95,3461.92
8614,1.88,9.79,5.59,22.29,5.42,4592.98
8615,2.31,27.64,4.17,6.33,4.56,1509.52
8616,1.17,17.61,5.17,7.26,6.89,520.44
8617,4.81,10.62,4.07,17.92,6.51,1158.43
8618,3.59,24.05,5.09,8.43,3.56,1231.14
8619,1.27,23.92,5.57,6.47,6.31,3994.33
8620,3.98,18.56,4.47,18.09,3.9,4894.56
8621,3.24,11.82,5.53,2.8,5.9,3580.39
8622,2.86,23.01,5.0,21.49,4.18,1495.2
8623,3.61,6.06,5.77,20.45,7.37,4833.78
8624,4.44,4.53,4.91,2.82,2.7,4276.55
8625,4.28,3.62,4.94,17.4,5.41,679.98
8626,3.47,4.94,4.64,22.01,3.43,1008.42
8627,4.51,25.83,4.65,21.58,6.25,1136.74
8628,2.14,28.73,5.51,16.66,4.3,2064.11
8629,1.41,14.64,5.93,1.45,6.15,4261.76
8630,1.24,3.63,5.31,6.23,3.32,3883.68
8631,2.16,5.82,5.23,12.82,7.58,2531.12
8632,2.59,7.0,4.32,17.47,4.67,1784.41
8633,1.9,27.8,4.88,11.7,3.62,3061.46
8634,3.78,3.23,4.33,1.11,3.19,4811.09
8635,1.55,4.81,4.01,15.2,4.43,4485.25
8636,1.28,9.98,4.37,11.04,6.79,1405.04
8637,1.28,28.8,5.91,2.94,7.69,3513.62
8638,3.64,12.7,5.11,4.87,5.91,2157.99
8639,2.99,27.13,4.76,8.82,7.58,699.9
8640,2.05,14.28,4.45,18.73,5.1,1954.69
8641,1.3,10.71,5.22,3.92,5.74,733.67
8642,3.54,17.73,5.08,17.25,7.63,1245.46
8643,2.96,2.48,4.01,18.94,5.67,3491.16
8644,1.19,17.8,4.69,15.84,8.23,2439.66
8645,3.4,5.13,5.27,8.8,5.2,4127.69
8646,2.87,17.36,4.46,8.87,7.33,3675.79
8647,2.38,6.08,5.55,10.15,7.54,2022.16
8648,4.73,6.43,4.96,5.77,5.8,3308.22
8649,3.16,20.11,4.27,11.7,5.69,950.33
8650,2.33,21.26,4.56,21.98,5.91,624.44
8651,4.25,4.47,4.33,16.52,3.12,4492.31
8652,2.04,29.81,5.57,17.61,7.26,4745.79
8653,2.45,20.76,5.18,5.72,6.31,3236.3
8654,3.82,19.53,4.94,5.81,4.32,2275.95
8655,4.72,23.76,4.64,19.64,4.38,635.68
8656,3.06,14.44,5.5,14.22,5.55,4485.8
8657,3.79,6.02,4.35,11.95,6.81,1464.57
8658,1.56,27.33,5.7,2.08,5.18,738.96
8659,3.86,19.59,4.29,3.46,3.13,3686.48
8660,2.33,9.84,4.86,1.29,6.9,4229.68
8661,2.39,20.44,5.67,11.97,6.68,3715.76
8662,3.59,21.99,5.11,13.09,6.99,821.6
8663,3.85,17.22,5.48,12.64,6.95,1533.89
8664,1.64,4.35,5.12,1.45,7.64,2176.13
8665,2.8,22.53,5.77,7.71,4.2,3645.05
8666,3.92,26.12,4.86,4.63,2.71,784.18
8667,4.07,27.79,5.14,8.22,6.24,3923.79
8668,1.98,13.93,4.79,14.04,4.24,2601.82
8669,2.16,22.17,4.49,16.29,2.12,3201.65
8670,1.47,3.3,4.48,10.61,4.28,1508.39
8671,1.59,18.41,5.47,8.26,7.47,4214.79
8672,3.7,12.8,4.49,13.59,7.28,3139.07
8673,4.99,6.67,4.84,15.45,4.1,3255.49
8674,1.96,7.91,4.79,6.98,6.06,858.39
8675,3.56,10.22,4.51,11.55,8.77,2701.13
8676,1.77,21.07,4.84,22.51,5.5,4227.42
8677,4.88,2.27,5.08,2.98,2.06,1983.79
8678,2.84,3.58,5.24,17.21,4.88,828.62
8679,4.78,14.14,5.0,8.84,3.13,3737.24
8680,4.06,23.48,4.24,5.74,6.18,4596.1
8681,2.76,29.62,5.36,12.85,3.99,3800.26
8682,1.49,12.72,4.6,16.21,7.86,2296.06
8683,1.82,23.55,4.53,1.2,8.06,3073.94
8684,4.07,28.83,4.66,8.27,5.17,954.28
8685,3.53,7.62,5.38,7.09,7.45,4664.99
8686,1.19,22.99,4.99,10.07,6.68,3949.71
8687,2.72,9.32,4.23,5.5,2.81,1149.94
8688,4.22,23.77,5.65,3.13,4.71,592.53
8689,3.29,25.41,4.72,19.97,4.48,2921.3
8690,1.4,6.88,5.56,18.59,3.97,4059.16
8691,1.85,19.15,4.53,3.75,6.6,4715.08
8692,3.98,7.82,5.58,9.47,6.97,1274.79
8693,2.42,13.81,5.49,7.81,6.83,2343.03
8694,4.69,27.03,4.12,10.31,2.51,4741.65
8695,2.85,15.18,5.69,18.12,3.73,3561.19
8696,2.17,28.14,4.71,13.4,2.43,3436.96
8697,4.33,9.83,4.5,22.75,7.56,2601.99
8698,4.67,6.45,4.06,12.04,8.95,2411.62
8699,1.35,7.7,5.67,19.84,8.17,3197.39
8700,1.91,20.0,5.69,9.28,3.4,2905.17
8701,2.27,25.21,5.48,15.06,5.65,4493.52
8702,4.5,2.62,5.84,9.34,3.9,688.83
8703,2.76,16.12,5.35,19.34,8.75,3088.1
